Semester Admitted,Department,Major,CSCI101_Pass_Sem,CSCI101_Tran_Sem,CSCI128_Pass_Sem,CSCI128_Tran_Sem,CSCI200_Pass_C_Sem,CSCI200_Tran_Sem,CSCI210_Pass_Sem,CSCI220_Pass_Sem,CSCI220_Tran_Sem,CSCI261_Pass_C_Sem,CSCI261_Tran_Sem,CSCI262_Pass_Sem,CSCI262_Tran_Sem,CSCI274_Pass_Sem,CSCI306_Pass_Sem,CSCI341_Pass_Sem,CSCI358_Pass_Sem,CSCI370_Pass_Sem,CSCI400_Pass_Sem,CSCI406_Pass_Sem,CSCI442_Pass_Sem
Fall 2022,Computer Science,Chemical Engineering,Fall 2022,,,,Fall 2022,,,Spring 2023,,,,,,Spring 2023,Fall 2023,Spring 2023,Fall 2022,,,Fall 2023,Fall 2023
Fall 2022,Computer Science,Statistics,Spring 2020,,,,,,,,,Fall 2020,,Spring 2021,,Fall 2022,Fall 2021,Fall 2021,Spring 2022,,,Fall 2022,Fall 2023
Fall 2022,Computer Science,Computer Science,Fall 2022,,,,,Fall 2022,,,Fall 2022,,,,,Fall 2022,Spring 2023,Fall 2022,Spring 2023,Fall 2023,Fall 2023,,
Fall 2022,Computer Science,Computer Science,,,,,,,,,,,Fall 2020,,,Fall 2020,Fall 2020,Spring 2021,Spring 2021,Summer 2021,Fall 2021,Fall 2021,Spring 2022
Fall 2022,Computer Science,CS-Data Science Spclty,,Fall 2022,,,,,,Fall 2022,,,Fall 2022,,,Fall 2022,Spring 2023,Spring 2023,Spring 2023,Fall 2023,,Fall 2023,
Fall 2022,Computer Science,Computer Science,Fall 2022,,,,,Fall 2022,,,Fall 2022,,,,,Fall 2023,Spring 2023,Spring 2023,Spring 2023,,Fall 2023,Fall 2023,
Fall 2022,Electrical Enginrg & Comp Sci,Computer Science,Fall 2015,,,,,,,,,Fall 2013,,Fall 2015,,,Spring 2016,Spring 2016,Spring 2016,Summer One 2016,Fall 2016,Fall 2016,Spring 2017
Fall 2022,Computer Science,Computer Science,Fall 2018,,,,,,,,,Spring 2019,,Fall 2019,,Fall 2019,,Fall 2020,Fall 2019,Summer 2021,Spring 2021,Fall 2020,Spring 2021
Fall 2022,Computer Science,Computer Science,,Fall 2018,,,,,,,,Fall 2018,,Spring 2019,,Fall 2019,,Fall 2019,Fall 2020,Summer 2021,Spring 2021,Fall 2021,Fall 2022
Fall 2022,Interdisciplinary Program,Data Science,Fall 2018,,,,,,,,,,Fall 2018,Spring 2019,,Fall 2019,Fall 2020,Fall 2019,Fall 2019,Summer 2021,Spring 2022,,Fall 2021
Fall 2022,Computer Science,CS-Data Science Spclty,,Fall 2022,,,,,,,,,Fall 2022,,Fall 2022,Fall 2022,Spring 2023,Fall 2022,Fall 2022,Summer 2023,,Spring 2023,Fall 2023
Fall 2022,Computer Science,Computer Science,,Fall 2019,,,,,,,,Fall 2019,,,,Fall 2020,Fall 2021,Fall 2021,Spring 2021,Summer 2022,Spring 2022,Fall 2022,Spring 2023
Fall 2022,Computer Science,Computer Science,,,,,,,,,,,Fall 2019,Fall 2019,,Spring 2020,Fall 2020,Spring 2020,Fall 2020,Summer 2021,Fall 2021,Spring 2021,Spring 2022
Fall 2022,Computer Science,Computer Science,Fall 2022,,,,,,,,,,Fall 2022,,Fall 2022,Fall 2022,Spring 2023,Fall 2022,Fall 2022,Fall 2023,,Spring 2023,Fall 2023
Fall 2022,Computer Science,CS-Robotics Intel Sys Spclty,Fall 2022,,,,,,,,,,Fall 2022,,Fall 2022,Fall 2022,Fall 2022,,Fall 2022,Summer 2023,Spring 2023,Spring 2023,Fall 2023
Fall 2022,Computer Science,Computer Science,Fall 2016,,,,,,,,,Fall 2016,,Spring 2017,,Fall 2018,Fall 2017,Spring 2017,Spring 2018,Summer 2019,Fall 2018,Fall 2018,Spring 2019
Fall 2022,Computer Science,Computer Science,Fall 2019,,,,,,,,,Fall 2018,,Fall 2018,,Fall 2019,Fall 2019,Spring 2019,Spring 2020,Fall 2022,Spring 2021,Fall 2020,Spring 2021
Fall 2022,Computer Science,Computer Science,Spring 2021,,,,,,,,,Fall 2017,,Spring 2018,,Fall 2019,Spring 2020,Fall 2019,Fall 2019,Summer 2020,Spring 2022,Fall 2020,Spring 2022
Fall 2022,Computer Science,Computer Science,Spring 2019,,,,,,,,,Fall 2018,,Spring 2019,,Spring 2019,Spring 2020,Spring 2020,Fall 2019,Fall 2020,Fall 2020,Spring 2023,Fall 2022
Fall 2022,Computer Science,Computer Science,Fall 2018,,,,,,,,,Spring 2019,,Fall 2019,,Fall 2019,Spring 2020,Spring 2020,Spring 2020,Summer 2020,Fall 2021,Spring 2021,Spring 2022
Fall 2022,Interdisciplinary Program,Quantum Engineering,Fall 2018,,,,,,,,,Fall 2018,,Spring 2019,,Spring 2019,Spring 2020,Fall 2019,Fall 2019,Fall 2020,Fall 2022,Spring 2022,Spring 2022
Fall 2022,Computer Science,Computer Science,Spring 2020,,,,,,,,,,Fall 2019,Fall 2019,,Spring 2020,Spring 2021,Fall 2020,Fall 2020,Summer 2021,Fall 2021,Fall 2021,Spring 2022
Fall 2022,Computer Science,Computer Science,Fall 2019,,,,,,,,,,Fall 2019,Spring 2020,,Fall 2020,Fall 2020,Spring 2021,Spring 2021,Summer 2021,Fall 2022,Spring 2022,Spring 2022
Fall 2022,Computer Science,Computer Science,Fall 2019,,,,,,,,,Spring 2020,,Fall 2020,,Fall 2020,Spring 2021,Fall 2020,Spring 2021,Summer 2021,Spring 2022,Fall 2021,Spring 2021
Fall 2022,Interdisciplinary Program,Robotics,,Fall 2019,,,,,,,,Fall 2019,,Spring 2020,,Spring 2020,Fall 2020,Spring 2020,Spring 2020,Summer 2021,Fall 2021,Spring 2021,Fall 2020
Fall 2022,Computer Science,Computer Science,Fall 2019,,,,,,,,,Spring 2020,,Fall 2020,,Fall 2020,Spring 2021,Fall 2021,Spring 2021,Summer 2022,Spring 2022,Spring 2022,Spring 2023
Fall 2022,Computer Science,Computer Science,Fall 2019,,,,,,,,,Spring 2020,,Summer 2020,,Fall 2020,Fall 2020,Fall 2020,Fall 2020,Fall 2022,Fall 2021,Fall 2021,Spring 2021
Fall 2022,Computer Science,Computer Science,,Summer 2020,,,,,,,,,Summer 2020,Spring 2021,,Fall 2020,Fall 2021,Spring 2021,Fall 2021,Fall 2022,Spring 2022,Spring 2022,Fall 2022
Fall 2022,Computer Science,Computer Science,,Fall 2022,,,,,,,,,Fall 2022,,Fall 2022,Fall 2022,Spring 2023,Fall 2022,Fall 2022,Summer 2023,Fall 2023,Fall 2023,Spring 2023
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,,,,,,,,Spring 2017,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Interdisciplinary Program,Finite Element Analysis,Fall 2012,,,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Chemical & Biological Engineer,Chemical Engineering,,,,,,,,,,Fall 2016,,,,,,,,,,,
Fall 2023,Civil & Environmental Enginrng,Civil Engineering,,,,,,,,,,,Summer 2021,,,,,,,,,,
Fall 2023,Petroleum,Space Resources,,,,,Fall 2023,,,,,,,,,,,,,,,,
Fall 2023,Physics,Engineering Physics,,,,,,,,,,,Fall 2016,,,,,,,,,,
Fall 2023,Mining,Mining Engineering,,Fall 2023,,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Geophysics,Geophysics,Fall 2018,,,,,,,,,,,,,,,,,,,,
Fall 2023,Civil & Environmental Enginrng,Civil Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,Fall 2023,,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,Fall 2020,,,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,Fall 2021,,,,,,,,,,,,,,,,,,,,
Fall 2023,Economics and Business,Environmental Engineering,Spring 2022,,,,,,,,,,,,,,,,,,,,
Fall 2023,Metallurgical & Materials Eng,Metallurgical & Materials Eng,Fall 2018,,,,,,,,,,,,,,,,,,,,
Fall 2023,Metallurgical & Materials Eng,Metallurgical & Materials Eng,Fall 2018,,,,,,,,,,,,,,,,,,,,
Fall 2023,Interdisciplinary Program,Geological Engineering - M/FEx,Fall 2019,,,,,,,,,,,,,,,,,,,,
Fall 2023,Physics,Engineering Physics,Fall 2020,,,,,,,,,,,,,,,,,,,,
Fall 2023,Physics,Physics,Spring 2022,,,,,,,,,,,,,,,,,,,,
Fall 2023,Physics,Engineering Physics,,,,,,,,,,Spring 2021,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Automotive,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Economics and Business,Engineering & Tech Management,,,,,,,,,,Fall 2021,,,,,,,,,,,
Fall 2023,Physics,Engineering Physics,Spring 2020,,,,,,,,,,,,,,,,,,,,
Fall 2023,Economics and Business,Engineering & Tech Management,,,,,,,,,,,Fall 2021,,,,,,,,,,
Fall 2023,Applied Math & Statistics,Computational & Applied Math,,,,,,,,,,Fall 2019,,,,,,,,,,,
Fall 2023,Civil & Environmental Enginrng,Civil Engineering,,,,,,,,,,Fall 2021,,,,,,,,,,,
Fall 2023,Geophysics,Geophysical Engineering,Fall 2020,,,,,,,,,,,,,,,,,,,,
Fall 2023,Interdisciplinary Program,Hydrology,,,,,,,,,,Spring 2021,,,,,,,,,,,
Fall 2023,Computer Science,Computer Science,,,,,,,,,,,,,,,,Fall 2023,,,,,
Fall 2023,Economics and Business,Economics - Business,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2023,Civil & Environmental Enginrng,Environmental Engineering,,,,,,,,,,Fall 2020,,,,,,,,,,,
Fall 2023,Interdisciplinary Program,Operations Research w Eng,,,,,Fall 2023,,,,,,,,,,,,,,,,
Fall 2023,Interdisciplinary Program,Quantitative Biosci & Eng,,,,,,,,,,,Fall 2020,,,,,,,,,,
Fall 2023,Economics and Business,Mineral & Energy Economics,Spring 2021,,,,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Interdisciplinary Program,Quantitative Biosci & Eng,Spring 2022,,,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,Computational & Applied Math,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,,,,,,,,Spring 2021,,,,,,,,,,,
Fall 2023,Civil & Environmental Enginrng,Civil Engineering,Spring 2022,,,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,Fall 2023,,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,,,,,,,,,,Fall 2023,,,,,,,,,,
Fall 2023,Computer Science,CS-Data Science Spclty,,,,,,,,,,,Fall 2021,,,,,,,,,,
Fall 2023,Petroleum,Petroleum Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,Spring 2022,,,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Physics,Engineering Physics,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,EE-Antenn & Wirels Comm Spclty,,,,,,,,,,,Fall 2023,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Applied Math & Statistics,Computational & Applied Math,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,Fall 2023,,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Economics and Business,Business Eng & Mngmt Sci,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Physics,Engineering Physics,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Automotive,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Interdisciplinary Program,Quantitative Biosci & Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mining,Mining Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mining,Mining Engineering,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Biomechanics,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Metallurgical & Materials Eng,Metallurgical & Materials Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,CS-Computer Eng Spclty,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Interdisciplinary Program,Quantitative Biosci & Eng,,Fall 2023,,,,,,,,,,,,,,,,,,,
Fall 2023,Interdisciplinary Program,Quantitative Biosci & Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Materials,,Fall 2023,,,,,,,,,,,,,,,,,,,
Fall 2023,Metallurgical & Materials Eng,Metallurgical & Materials Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,CS-Computer Eng Spclty,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Automotive,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Physics,Engineering Physics,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Undecided,Undecided,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,Computer Science,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Interdisciplinary Program,Data Science,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,Computer Science,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mech Eng-Automation & Controls,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Automotive,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Interdisciplinary Program,Operations Research w Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Chemical & Biological Engineer,CHE-Biological Enginrng Spclty,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Interdisciplinary Program,Quantitative Biosci & Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Undecided,Undecided,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,Computer Science,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Economics and Business,Business Eng & Mngmt Sci,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,CS-Robotics Intel Sys Spclty,,,,,Fall 2023,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,Computer Science,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Petroleum,Petroleum Engineering,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,Computer Science,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Automotive,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Chemical & Biological Engineer,Chemical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Physics,Engineering Physics,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,CS-Data Science Spclty,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Biomechanics,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Metallurgical & Materials Eng,Metallurgical & Materials Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,Computer Science,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Economics and Business,Business Eng & Mngmt Sci,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Undecided,Undecided,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,Computer Science,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,Computer Science,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Chemical & Biological Engineer,Chemical Engineering,,Fall 2023,,,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,Computer Science,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,CS-Computer Eng Spclty,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Metallurgical & Materials Eng,Metallurgical & Materials Eng,,Fall 2023,,,,,,,,,,,,,,,,,,,
Fall 2023,Physics,Engineering Physics,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,CS-Computer Eng Spclty,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Undecided,Undecided,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,CS-Computer Eng Spclty,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,Computer Science,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Civil & Environmental Enginrng,Civil Engineering,,Fall 2023,,,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Metallurgical & Materials Eng,Metallurgical & Materials Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Physics,Engineering Physics,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,Computer Science,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mech Eng - Nuclear Energy,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Civil & Environmental Enginrng,Civil Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,Fall 2023,,,,,,,,,,,,,,,,,,,
Fall 2023,Undecided,Undecided,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,Fall 2023,,,,,,,,,,,,,,,,,,,
Fall 2023,Geo & Geological Engineering,Geological Engineering - GTch,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Electrical Engineering,Electrical Engineering,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Undecided,Undecided,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,CS-Computer Eng Spclty,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Economics and Business,Business Eng & Mngmt Sci,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,CS-Computer Eng Spclty,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,Computer Science,,Fall 2023,,,,,,,,,,,,,,,,,,,
Fall 2023,Chemistry,Chemistry,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,Fall 2023,,,,,,,,,,,,,,,,,,,
Fall 2023,Computer Science,Computer Science,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Physics,Engineering Physics,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Civil & Environmental Enginrng,Environmental Engineering,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,Fall 2023,,,,,,,,,,,,,,,,,,,
Fall 2023,Chemical & Biological Engineer,Chemical Engineering,,,,,,Fall 2023,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,,Fall 2023,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Automotive,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Interdisciplinary Program,Operations Research w Eng,,,,,Fall 2023,,,,,,,,,,,,,,,,
Fall 2023,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2023,Civil & Environmental Enginrng,Civil Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
